user_id,timestamp,event_type,purchase_amount,session_duration
U00003,2024-03-26 20:02:31,view,0.0,2.8
U00003,2024-04-03 00:33:19,cart,0.0,12.1
U00003,2024-04-12 18:51:07,cart,0.0,5.1
U00003,2024-04-16 10:24:26,view,0.0,2.1
U00003,2024-04-18 08:04:56,view,0.0,1.5
U00003,2024-04-30 23:56:29,view,0.0,3.2
U00003,2024-05-03 20:02:12,purchase,32.09,22.5
U00003,2024-05-03 23:35:31,view,0.0,3.4
U00004,2023-12-20 00:33:30,view,0.0,22.0
U00004,2024-01-14 21:05:13,cart,0.0,4.9
U00004,2024-01-23 13:58:17,view,0.0,2.7
U00004,2024-04-05 19:03:27,view,0.0,6.6
U00004,2024-04-13 05:45:09,view,0.0,0.9
U00004,2024-05-13 04:51:07,view,0.0,7.5
U00004,2024-05-16 01:28:18,view,0.0,6.7
U00004,2024-05-17 05:50:01,view,0.0,12.6
U00004,2024-05-27 23:19:21,view,0.0,34.6
U00005,2023-12-06 22:34:03,view,0.0,1.1
U00005,2023-12-09 11:23:26,purchase,66.29,0.5
U00005,2023-12-17 20:37:22,view,0.0,18.1
U00005,2023-12-17 21:12:09,cart,0.0,0.5
U00005,2023-12-24 17:17:08,view,0.0,2.2
U00005,2023-12-25 08:42:13,view,0.0,0.5
U00005,2023-12-30 21:19:36,view,0.0,3.3
U00005,2024-01-21 17:04:54,cart,0.0,5.8
U00005,2024-01-22 19:39:48,cart,0.0,12.7
U00005,2024-01-28 17:24:07,purchase,67.66,3.3
U00005,2024-01-28 23:45:02,cart,0.0,9.8
U00005,2024-01-29 23:52:54,cart,0.0,1.7
U00005,2024-02-06 15:16:21,cart,0.0,11.1
U00005,2024-02-07 04:13:33,purchase,39.4,1.6
U00005,2024-02-09 03:17:09,cart,0.0,1.6
U00005,2024-02-11 15:23:24,view,0.0,5.8
U00005,2024-02-23 15:01:54,cart,0.0,14.9
U00005,2024-02-24 17:52:28,cart,0.0,0.7
U00005,2024-02-25 23:38:20,cart,0.0,9.8
U00005,2024-02-26 17:38:25,view,0.0,8.5
U00005,2024-03-01 21:45:56,purchase,42.96,16.5
U00005,2024-03-04 11:57:15,purchase,45.69,20.8
U00005,2024-03-10 22:36:16,view,0.0,8.6
U00005,2024-03-15 13:11:26,purchase,21.26,3.9
U00005,2024-03-21 05:21:06,view,0.0,1.1
U00005,2024-03-21 19:56:39,view,0.0,2.4
U00005,2024-03-24 07:39:19,view,0.0,7.0
U00005,2024-03-26 15:19:08,view,0.0,10.1
U00005,2024-04-08 17:18:07,purchase,64.19,6.4
U00005,2024-04-12 11:33:19,view,0.0,5.8
U00005,2024-04-13 14:44:53,view,0.0,9.4
U00005,2024-04-16 04:14:56,view,0.0,14.5
U00005,2024-04-27 09:51:52,view,0.0,3.1
U00005,2024-05-02 16:29:14,view,0.0,17.6
U00005,2024-05-06 23:35:41,cart,0.0,1.4
U00006,2023-12-05 14:38:53,view,0.0,17.6
U00006,2023-12-07 03:00:01,view,0.0,6.7
U00006,2023-12-13 01:20:09,cart,0.0,8.0
U00006,2023-12-15 01:33:31,cart,0.0,5.9
U00006,2023-12-20 04:41:38,view,0.0,0.5
U00006,2023-12-23 21:02:35,view,0.0,2.1
U00006,2023-12-24 22:21:56,view,0.0,5.4
U00006,2024-01-15 08:05:05,view,0.0,3.0
U00006,2024-01-16 12:51:49,view,0.0,1.6
U00006,2024-01-16 13:14:13,cart,0.0,5.6
U00006,2024-01-17 02:14:57,view,0.0,3.1
U00006,2024-01-18 22:16:18,view,0.0,2.4
U00006,2024-01-19 21:03:50,view,0.0,5.0
U00006,2024-01-20 13:56:33,purchase,30.72,1.1
U00006,2024-01-21 00:03:33,purchase,38.3,12.0
U00006,2024-01-24 15:25:18,cart,0.0,13.2
U00006,2024-01-26 10:40:31,view,0.0,11.7
U00006,2024-01-27 05:39:02,view,0.0,1.0
U00006,2024-01-29 17:11:58,view,0.0,8.3
U00006,2024-01-31 10:18:56,view,0.0,14.4
U00006,2024-02-01 20:11:50,cart,0.0,6.9
U00006,2024-02-06 14:52:41,cart,0.0,8.3
U00006,2024-02-09 18:58:29,purchase,66.56,4.9
U00006,2024-02-13 13:53:18,purchase,40.12,8.2
U00006,2024-02-21 06:27:09,view,0.0,0.7
U00006,2024-02-21 06:33:41,cart,0.0,4.6
U00006,2024-03-01 09:32:27,view,0.0,2.8
U00006,2024-03-04 03:49:06,view,0.0,6.3
U00006,2024-03-05 05:54:03,cart,0.0,1.1
U00006,2024-03-07 23:32:16,view,0.0,9.4
U00006,2024-03-11 15:08:42,view,0.0,12.7
U00006,2024-03-13 11:38:41,view,0.0,1.4
U00006,2024-03-18 00:11:24,cart,0.0,0.9
U00006,2024-03-19 06:26:03,cart,0.0,1.3
U00006,2024-03-24 17:59:39,view,0.0,16.8
U00006,2024-03-24 20:38:48,cart,0.0,6.0
U00006,2024-03-26 20:22:10,view,0.0,5.0
U00006,2024-03-27 00:26:45,view,0.0,0.9
U00006,2024-03-28 15:18:53,cart,0.0,8.4
U00006,2024-03-30 11:22:14,cart,0.0,16.2
U00006,2024-03-31 22:32:05,purchase,56.08,14.1
U00006,2024-04-02 06:33:39,view,0.0,7.9
U00006,2024-04-13 06:38:46,cart,0.0,0.6
U00006,2024-04-16 14:56:40,cart,0.0,1.0
U00006,2024-04-18 03:10:03,purchase,43.1,3.9
U00006,2024-04-18 09:56:18,view,0.0,22.9
U00006,2024-04-19 09:56:22,cart,0.0,7.5
U00006,2024-04-24 18:27:05,cart,0.0,14.4
U00006,2024-04-25 16:15:37,view,0.0,9.9
U00006,2024-04-29 10:02:54,view,0.0,1.0
U00006,2024-05-01 15:07:57,view,0.0,10.7
U00006,2024-05-03 23:51:32,cart,0.0,2.6
U00007,2023-12-10 06:29:57,view,0.0,13.9
U00007,2023-12-11 14:34:13,view,0.0,15.6
U00007,2023-12-21 13:49:20,cart,0.0,5.0
U00007,2023-12-25 22:13:40,view,0.0,12.3
U00007,2024-01-08 15:26:18,view,0.0,23.5
U00007,2024-01-09 20:23:38,view,0.0,2.6
U00007,2024-01-21 22:51:31,view,0.0,4.1
U00007,2024-01-22 08:09:17,view,0.0,21.4
U00007,2024-02-01 23:53:04,view,0.0,3.3
U00007,2024-02-08 03:12:28,view,0.0,19.6
U00007,2024-02-10 10:13:13,view,0.0,31.7
U00007,2024-02-23 19:40:22,view,0.0,8.7
U00007,2024-02-27 23:15:50,view,0.0,13.6
U00008,2023-12-05 07:07:16,view,0.0,1.6
U00008,2023-12-10 19:59:08,view,0.0,0.5
U00008,2023-12-13 21:41:35,cart,0.0,7.1
U00008,2023-12-14 07:08:14,cart,0.0,14.7
U00008,2023-12-16 11:43:57,view,0.0,0.5
U00008,2024-01-09 12:26:40,view,0.0,0.5
U00008,2024-01-17 08:24:14,view,0.0,6.8
U00008,2024-01-21 01:19:11,view,0.0,13.7
U00008,2024-03-02 01:31:22,cart,0.0,3.2
U00008,2024-03-20 14:42:09,cart,0.0,3.4
U00008,2024-03-25 23:07:34,view,0.0,7.3
U00008,2024-04-03 20:42:02,view,0.0,2.6
U00008,2024-04-06 16:37:07,cart,0.0,0.5
U00008,2024-04-11 01:05:19,view,0.0,10.6
U00008,2024-04-18 17:23:32,view,0.0,7.9
U00008,2024-04-21 00:05:09,view,0.0,7.0
U00008,2024-04-24 20:11:58,view,0.0,10.8
U00008,2024-04-29 19:39:46,view,0.0,9.0
U00008,2024-05-09 09:27:22,view,0.0,1.8
U00008,2024-05-11 11:16:20,view,0.0,3.5
U00008,2024-05-24 23:07:19,view,0.0,1.1
U00009,2023-12-09 10:04:58,view,0.0,6.8
U00009,2023-12-11 13:36:57,view,0.0,5.8
U00009,2023-12-13 00:39:17,view,0.0,5.8
U00009,2023-12-14 13:01:53,purchase,37.99,0.9
U00009,2023-12-15 12:47:13,purchase,23.98,10.6
U00009,2023-12-21 10:43:14,view,0.0,14.7
U00009,2023-12-26 03:39:40,view,0.0,6.3
U00009,2023-12-27 19:23:37,cart,0.0,0.7
U00009,2023-12-29 05:33:39,view,0.0,2.2
U00009,2024-01-02 21:05:05,purchase,14.5,1.4
U00009,2024-01-04 09:23:08,cart,0.0,1.1
U00009,2024-01-07 11:44:05,view,0.0,3.6
U00009,2024-01-13 08:27:24,purchase,35.78,0.5
U00009,2024-01-19 17:14:40,view,0.0,0.5
U00009,2024-01-20 13:22:29,purchase,36.39,0.9
U00009,2024-01-21 15:44:47,purchase,47.03,5.7
U00009,2024-01-23 02:54:13,view,0.0,1.2
U00009,2024-01-27 02:21:11,view,0.0,4.4
U00009,2024-01-27 13:23:17,purchase,26.16,3.3
U00009,2024-01-28 12:10:17,purchase,176.64,2.1
U00009,2024-01-29 09:36:54,view,0.0,1.1
U00009,2024-01-29 10:38:11,purchase,44.7,17.4
U00009,2024-02-05 18:19:25,view,0.0,2.6
U00009,2024-02-12 22:20:20,view,0.0,2.0
U00009,2024-02-17 21:04:11,purchase,65.24,4.8
U00009,2024-02-24 14:55:12,view,0.0,5.4
U00009,2024-02-24 21:49:17,purchase,66.66,2.0
U00009,2024-02-29 14:04:36,view,0.0,0.7
U00009,2024-03-13 00:47:53,cart,0.0,6.8
U00009,2024-03-21 01:10:11,view,0.0,0.8
U00009,2024-03-27 10:14:18,cart,0.0,4.8
U00009,2024-04-02 15:31:34,cart,0.0,22.6
U00009,2024-04-03 08:16:46,view,0.0,24.4
U00009,2024-04-25 10:07:19,cart,0.0,2.2
U00009,2024-04-25 12:04:56,view,0.0,7.8
U00009,2024-05-04 06:53:07,view,0.0,5.1
U00009,2024-05-10 21:34:30,cart,0.0,16.7
U00009,2024-05-22 23:34:45,view,0.0,2.5
U00010,2023-12-04 22:32:51,cart,0.0,9.9
U00010,2023-12-05 16:28:13,purchase,115.97,12.0
U00010,2023-12-05 19:57:33,cart,0.0,3.3
U00010,2023-12-07 00:03:45,purchase,98.07,6.6
U00010,2023-12-08 11:59:02,cart,0.0,1.8
U00010,2023-12-08 15:24:32,cart,0.0,10.8
U00010,2023-12-08 20:31:43,cart,0.0,0.5
U00010,2023-12-08 21:49:50,view,0.0,15.3
U00010,2023-12-09 10:07:31,cart,0.0,1.8
U00010,2023-12-10 11:59:08,view,0.0,16.6
U00010,2023-12-11 20:02:15,cart,0.0,3.5
U00010,2023-12-12 22:12:23,cart,0.0,10.3
U00010,2023-12-13 01:34:18,purchase,174.87,1.1
U00010,2023-12-14 06:00:21,cart,0.0,1.6
U00010,2023-12-14 09:37:08,cart,0.0,5.4
U00010,2023-12-15 07:11:04,cart,0.0,0.7
U00010,2023-12-17 18:18:58,purchase,101.47,1.7
U00010,2023-12-18 19:31:38,purchase,180.48,6.3
U00010,2023-12-19 23:23:08,cart,0.0,2.5
U00010,2023-12-20 05:01:47,cart,0.0,9.7
U00010,2023-12-23 02:15:34,view,0.0,8.6
U00010,2023-12-23 04:58:57,purchase,106.5,36.2
U00010,2023-12-23 17:15:28,cart,0.0,2.5
U00010,2023-12-24 09:13:21,cart,0.0,8.9
U00010,2023-12-25 22:56:39,cart,0.0,0.5
U00010,2023-12-26 18:41:33,view,0.0,1.0
U00010,2023-12-27 19:27:24,purchase,170.75,5.7
U00010,2023-12-28 06:07:17,cart,0.0,2.9
U00010,2023-12-28 08:33:37,cart,0.0,1.3
U00010,2023-12-28 13:04:37,cart,0.0,2.7
U00010,2023-12-29 06:30:48,purchase,174.05,3.8
U00010,2023-12-30 00:51:16,purchase,139.24,0.6
U00010,2023-12-30 16:05:10,cart,0.0,0.5
U00010,2023-12-31 01:13:00,cart,0.0,0.9
U00010,2023-12-31 08:54:00,purchase,313.65,4.2
U00010,2023-12-31 17:45:16,view,0.0,21.6
U00010,2024-01-01 07:08:33,cart,0.0,8.1
U00010,2024-01-01 12:57:29,cart,0.0,12.9
U00010,2024-01-02 00:01:40,purchase,32.48,0.9
U00010,2024-01-03 01:39:39,cart,0.0,16.7
U00010,2024-01-04 08:12:09,purchase,87.34,12.2
U00010,2024-01-04 21:56:38,cart,0.0,1.5
U00010,2024-01-04 22:29:34,cart,0.0,5.7
U00010,2024-01-05 06:31:42,cart,0.0,5.3
U00010,2024-01-05 07:05:53,cart,0.0,7.8
U00010,2024-01-05 14:59:27,cart,0.0,23.4
U00010,2024-01-06 00:28:09,cart,0.0,6.9
U00010,2024-01-06 22:57:45,view,0.0,6.2
U00010,2024-01-08 10:07:45,purchase,202.34,1.2
U00010,2024-01-10 04:02:49,purchase,212.04,14.5
U00010,2024-01-11 15:24:29,cart,0.0,1.3
U00010,2024-01-11 15:54:04,cart,0.0,2.9
U00010,2024-01-12 02:05:36,view,0.0,2.3
U00010,2024-01-13 02:11:34,cart,0.0,3.7
U00010,2024-01-13 04:38:16,purchase,114.66,4.2
U00010,2024-01-13 08:17:42,view,0.0,34.5
U00010,2024-01-16 09:43:42,view,0.0,0.5
U00010,2024-01-16 12:44:14,purchase,43.67,1.2
U00010,2024-01-16 19:58:52,cart,0.0,0.5
U00010,2024-01-17 02:17:01,view,0.0,7.9
U00010,2024-01-18 05:06:17,cart,0.0,0.5
U00010,2024-01-18 11:08:14,cart,0.0,14.5
U00010,2024-01-18 11:08:45,cart,0.0,5.7
U00010,2024-01-19 17:35:46,purchase,569.11,1.5
U00010,2024-01-20 17:53:06,purchase,237.46,1.8
U00010,2024-01-22 00:24:00,cart,0.0,3.1
U00010,2024-01-22 10:48:33,purchase,53.7,1.0
U00010,2024-01-23 11:21:06,cart,0.0,28.1
U00010,2024-01-23 16:37:25,purchase,155.53,0.5
U00010,2024-01-24 17:20:52,cart,0.0,13.0
U00010,2024-01-25 00:34:53,purchase,79.73,1.2
U00010,2024-01-28 02:51:55,purchase,214.47,1.3
U00010,2024-01-28 07:10:30,view,0.0,9.6
U00010,2024-01-29 05:53:53,purchase,247.44,22.2
U00010,2024-02-02 00:22:36,purchase,172.95,9.4
U00010,2024-02-05 01:46:44,purchase,90.68,14.8
U00010,2024-02-05 23:59:14,cart,0.0,1.9
U00010,2024-02-06 00:24:12,purchase,82.41,0.6
U00010,2024-02-06 14:24:32,purchase,75.52,20.2
U00010,2024-02-09 01:58:06,cart,0.0,8.4
U00010,2024-02-09 20:54:09,purchase,315.2,0.8
U00010,2024-02-11 19:01:19,view,0.0,23.6
U00010,2024-02-13 03:37:34,view,0.0,2.4
U00010,2024-02-14 10:47:15,cart,0.0,3.3
U00010,2024-02-15 03:50:01,cart,0.0,4.1
U00010,2024-02-17 02:13:20,cart,0.0,0.5
U00010,2024-02-17 06:55:38,view,0.0,5.5
U00010,2024-02-17 14:17:03,purchase,103.03,3.5
U00010,2024-02-19 03:57:31,view,0.0,11.9
U00010,2024-02-19 12:32:27,view,0.0,13.0
U00010,2024-02-19 19:27:21,view,0.0,1.3
U00010,2024-02-19 19:30:00,cart,0.0,3.7
U00010,2024-02-20 01:12:51,purchase,67.19,3.7
U00010,2024-02-20 02:59:37,cart,0.0,1.3
U00010,2024-02-24 12:56:30,purchase,176.66,1.7
U00010,2024-02-24 18:11:05,view,0.0,3.7
U00010,2024-02-26 10:57:30,cart,0.0,0.9
U00010,2024-02-26 11:34:03,cart,0.0,7.9
U00010,2024-02-27 07:44:18,cart,0.0,1.0
U00010,2024-02-29 00:22:42,view,0.0,34.1
U00010,2024-02-29 02:02:12,cart,0.0,12.1
U00010,2024-02-29 03:49:37,cart,0.0,4.0
U00010,2024-02-29 19:22:24,purchase,209.44,6.9
U00010,2024-02-29 19:32:25,cart,0.0,19.4
U00010,2024-03-01 00:18:43,view,0.0,6.5
U00010,2024-03-01 01:36:05,cart,0.0,1.5
U00010,2024-03-01 20:20:31,cart,0.0,3.8
U00010,2024-03-02 13:37:47,purchase,154.48,8.4
U00010,2024-03-02 14:37:17,cart,0.0,16.1
U00010,2024-03-02 22:20:32,view,0.0,18.0
U00010,2024-03-03 04:53:24,purchase,218.87,20.2
U00010,2024-03-03 18:40:27,cart,0.0,0.8
U00010,2024-03-04 00:33:14,view,0.0,6.3
U00010,2024-03-04 12:28:08,cart,0.0,10.8
U00010,2024-03-06 07:43:21,cart,0.0,11.3
U00010,2024-03-08 00:17:41,purchase,60.62,12.8
U00010,2024-03-08 17:10:41,purchase,149.33,10.2
U00010,2024-03-09 00:08:39,purchase,114.72,1.5
U00010,2024-03-09 02:10:58,cart,0.0,3.3
U00010,2024-03-09 06:47:29,cart,0.0,0.5
U00010,2024-03-09 08:11:20,purchase,71.73,4.1
U00010,2024-03-11 12:23:27,view,0.0,6.4
U00010,2024-03-15 01:18:38,cart,0.0,7.7
U00010,2024-03-16 00:00:17,cart,0.0,8.7
U00010,2024-03-16 16:33:45,view,0.0,14.5
U00010,2024-03-16 19:55:22,cart,0.0,1.9
U00010,2024-03-17 07:32:40,purchase,120.23,31.9
U00010,2024-03-17 09:17:46,purchase,251.01,0.8
U00010,2024-03-17 12:45:19,view,0.0,2.9
U00010,2024-03-17 20:12:33,view,0.0,8.1
U00010,2024-03-18 05:57:12,cart,0.0,3.4
U00010,2024-03-18 16:37:52,purchase,450.7,8.5
U00010,2024-03-19 07:15:19,view,0.0,2.4
U00010,2024-03-19 10:56:43,purchase,246.43,3.6
U00010,2024-03-20 15:09:57,view,0.0,14.8
U00010,2024-03-21 03:43:38,cart,0.0,1.7
U00010,2024-03-21 16:24:43,cart,0.0,14.0
U00010,2024-03-22 11:17:22,purchase,300.32,10.0
U00010,2024-03-25 15:57:37,cart,0.0,1.9
U00010,2024-03-25 20:06:21,cart,0.0,6.7
U00010,2024-03-26 21:34:10,cart,0.0,16.2
U00010,2024-03-27 00:22:21,purchase,149.41,4.5
U00010,2024-03-27 08:30:33,purchase,116.35,1.2
U00010,2024-03-29 14:15:32,view,0.0,3.9
U00010,2024-03-30 01:24:08,purchase,162.28,24.2
U00010,2024-03-31 07:11:48,cart,0.0,3.1
U00010,2024-03-31 09:34:17,view,0.0,16.2
U00010,2024-03-31 19:48:15,cart,0.0,17.0
U00010,2024-04-02 10:15:15,cart,0.0,3.4
U00010,2024-04-03 07:39:01,purchase,137.09,3.0
U00010,2024-04-03 17:30:33,purchase,93.73,12.2
U00010,2024-04-04 06:15:57,view,0.0,4.7
U00010,2024-04-05 01:59:40,cart,0.0,5.3
U00010,2024-04-05 23:09:13,purchase,86.07,4.7
U00010,2024-04-06 05:07:41,purchase,263.15,3.8
U00010,2024-04-07 17:14:15,cart,0.0,3.7
U00010,2024-04-08 16:02:05,purchase,274.4,3.6
U00010,2024-04-08 18:31:10,cart,0.0,5.9
U00010,2024-04-10 02:24:12,cart,0.0,8.9
U00010,2024-04-13 09:54:51,purchase,128.64,2.5
U00010,2024-04-14 12:32:04,cart,0.0,2.6
U00010,2024-04-15 05:45:13,cart,0.0,21.7
U00010,2024-04-15 06:56:03,cart,0.0,10.3
U00010,2024-04-15 11:05:44,purchase,365.86,0.5
U00010,2024-04-15 18:34:19,purchase,214.86,7.7
U00010,2024-04-15 21:28:16,cart,0.0,5.7
U00010,2024-04-16 09:10:34,cart,0.0,6.3
U00010,2024-04-16 09:26:37,cart,0.0,3.6
U00010,2024-04-16 22:29:28,cart,0.0,0.7
U00010,2024-04-18 07:14:09,cart,0.0,1.7
U00010,2024-04-19 20:18:30,purchase,112.01,5.0
U00010,2024-04-21 18:39:58,cart,0.0,0.5
U00010,2024-04-23 07:52:35,cart,0.0,0.5
U00010,2024-04-23 13:09:53,view,0.0,10.1
U00010,2024-04-23 15:10:52,cart,0.0,6.2
U00010,2024-04-23 20:13:38,purchase,168.6,5.7
U00010,2024-04-24 08:39:40,cart,0.0,2.2
U00010,2024-04-24 22:37:31,cart,0.0,10.9
U00010,2024-04-26 05:39:00,cart,0.0,1.5
U00010,2024-04-26 11:16:17,cart,0.0,1.7
U00010,2024-04-27 19:37:25,view,0.0,4.9
U00010,2024-04-30 01:20:36,cart,0.0,2.7
U00010,2024-04-30 05:52:01,cart,0.0,2.3
U00010,2024-04-30 22:49:25,cart,0.0,8.3
U00010,2024-05-01 02:15:30,cart,0.0,8.4
U00010,2024-05-02 15:29:31,cart,0.0,13.9
U00010,2024-05-04 13:49:21,purchase,77.24,2.6
U00010,2024-05-05 20:14:35,cart,0.0,31.3
U00010,2024-05-06 04:30:37,cart,0.0,7.3
U00010,2024-05-06 09:41:52,cart,0.0,9.9
U00010,2024-05-07 22:10:55,cart,0.0,0.5
U00010,2024-05-08 17:55:14,purchase,110.23,5.8
U00010,2024-05-08 23:52:35,cart,0.0,0.5
U00011,2023-12-04 12:41:52,view,0.0,14.3
U00011,2023-12-05 01:34:51,view,0.0,4.5
U00011,2023-12-07 15:59:50,view,0.0,8.4
U00011,2023-12-09 15:28:27,view,0.0,10.4
U00011,2023-12-10 04:50:27,view,0.0,8.0
U00011,2023-12-14 08:05:50,view,0.0,1.2
U00011,2023-12-23 06:14:52,purchase,97.15,15.1
U00011,2023-12-26 04:16:35,view,0.0,4.7
U00011,2023-12-29 17:21:34,view,0.0,20.1
U00011,2024-01-01 21:30:41,view,0.0,4.6
U00011,2024-01-14 01:24:40,view,0.0,6.4
U00011,2024-01-16 20:03:35,view,0.0,12.7
U00011,2024-01-25 09:51:08,cart,0.0,7.0
U00011,2024-01-25 10:33:21,view,0.0,25.8
U00011,2024-02-04 18:53:02,view,0.0,8.6
U00011,2024-02-06 17:02:18,purchase,10.08,5.9
U00011,2024-02-14 23:31:04,view,0.0,0.5
U00012,2024-01-03 14:27:26,view,0.0,17.1
U00012,2024-01-16 13:21:42,purchase,75.75,6.6
U00012,2024-01-27 20:12:59,view,0.0,6.4
U00012,2024-02-09 07:01:44,view,0.0,1.0
U00012,2024-02-16 02:47:59,view,0.0,1.1
U00012,2024-02-17 17:17:04,view,0.0,6.0
U00012,2024-03-13 08:48:54,view,0.0,2.5
U00012,2024-03-17 03:32:11,purchase,31.58,0.5
U00012,2024-04-01 23:07:18,view,0.0,10.3
U00012,2024-04-18 04:56:43,view,0.0,0.5
U00012,2024-04-27 02:42:49,view,0.0,7.2
U00012,2024-05-06 13:54:55,view,0.0,6.2
U00012,2024-05-20 23:43:46,purchase,29.7,0.5
U00013,2023-12-22 22:01:01,view,0.0,7.8
U00013,2023-12-24 01:09:01,view,0.0,0.5
U00013,2024-02-13 00:08:16,purchase,40.62,1.7
U00013,2024-02-21 20:52:05,view,0.0,5.4
U00013,2024-02-21 22:04:03,view,0.0,24.0
U00013,2024-03-13 09:47:17,cart,0.0,3.9
U00013,2024-03-19 18:15:52,view,0.0,4.4
U00013,2024-03-31 02:43:46,purchase,47.02,2.8
U00013,2024-04-02 09:46:49,view,0.0,4.2
U00013,2024-04-05 00:09:32,purchase,76.01,2.0
U00013,2024-04-06 03:30:51,view,0.0,27.1
U00013,2024-04-24 18:39:15,view,0.0,1.1
U00013,2024-04-25 11:08:42,view,0.0,3.7
U00013,2024-04-28 15:56:39,view,0.0,0.5
